0.0594 0.3849 1
0.7106 0.0612 1
0.4554 0.3834 1
0.1022 0.5552 1
0.3486 0.3780 1
0.5821 0.6905 1
0.7404 0.8716 1
0.4757 0.1847 1
0.7205 0.0069 1
0.3714 0.6811 1
0.1108 0.4977 1
0.3522 0.3180 1
0.5078 0.9959 1
0.2481 0.8138 1
0.9818 0.1274 1
0.9899 0.8751 1
0.4849 0.6138 1
0.2271 0.9335 1
0.9652 0.7491 1
0.4674 0.9962 1
0.7077 0.3116 1
0.4461 0.6280 1
0.6861 0.9468 1
0.3415 0.1242 1
0.5831 0.4442 1
0.2329 0.1161 1
0.9749 0.4364 1
0.9726 0.6762 1
0.0622 0.5619 1
0.7148 0.2401 1
0.9526 0.5543 1
0.4506 0.2939 1
0.1927 0.1146 1
0.3504 0.7946 1
0.5874 0.6123 1
0.3268 0.9290 1
0.9826 0.6064 1
0.9773 0.3419 1
0.0725 0.2332 1
0.7205 0.9069 1
0.4621 0.7254 1
0.2032 0.5448 1
0.8538 0.7178 1
0.9412 0.1031 1
0.9458 0.8485 1
0.4457 0.5900 1
0.6849 0.9088 1
0.3412 0.0859 1
0.5761 0.9013 1
0.3161 0.2194 1
0.9690 0.8955 1
0.9707 0.1389 1
0.0611 0.5245 1
0.7972 0.3409 1
0.2981 0.0837 1
0.0420 0.4033 1
0.2744 0.7158 1
0.9380 0.4010 1
0.5196 0.2788 1
0.6724 0.4559 1
0.4197 0.7792 1
0.5670 0.9516 1
0.3084 0.7709 1
0.5463 0.5858 1
0.7060 0.2696 1
0.9362 0.5773 1
0.9409 0.3244 1
0.5261 0.2058 1
0.2654 0.5236 1
0.4185 0.1987 1
0.6645 0.5245 1
0.4014 0.8381 1
0.5529 0.0145 1
0.2939 0.3323 1
0.5351 0.1502 1
0.2725 0.9664 1
0.4255 0.1430 1
0.1628 0.4587 1
0.8223 0.6389 1
0.4083 0.5234 1
0.5631 0.2005 1
0.3009 0.5163 1
0.5378 0.8322 1
0.7783 0.6497 1
0.7829 0.3977 1
0.7829 0.6386 1
0.8692 0.0215 1
0.3729 0.7653 1
0.1122 0.5849 1
0.2645 0.7579 1
0.0039 0.5782 1
0.1579 0.2551 1
0.8934 0.0695 1
0.8958 0.3110 1
0.8934 0.5532 1
0.4838 0.9385 2
0.6408 0.6184 1
0.3742 0.9322 1
0.5341 0.6141 1
0.2686 0.9247 1
0.0084 0.7432 1
0.7548 0.5684 1
0.2538 0.8083 1
0.4906 0.6237 1
0.7303 0.4405 1
0.8831 0.6165 1
0.3804 0.8570 1
0.6259 0.1818 1
0.8660 0.4973 1
0.8671 0.2417 1
0.4521 0.6215 1
0.1086 0.8021 1
0.8485 0.1200 1
0.8478 0.8621 1
0.8476 0.1028 1
0.4378 0.9909 1
0.1763 0.8067 1
0.8312 0.4855 1
0.9156 0.8653 1
0.9159 0.6079 1
0.9157 0.8489 1
0.0051 0.2357 1
0.7448 0.5542 1
0.3995 0.7311 1
0.6388 0.0511 1
0.2894 0.2211 1
0.0312 0.0423 1
0.1846 0.7182 1
0.4263 0.0398 1
0.1665 0.8545 1
0.8160 0.5292 1
0.8201 0.2757 1
0.9088 0.6606 1
0.4039 0.8990 1
0.1423 0.2161 1
0.8002 0.3943 1
0.8005 0.6388 1
0.3887 0.0220 1
0.5462 0.2046 1
0.2795 0.5138 1
0.0183 0.3321 1
0.6760 0.0123 1
0.9145 0.3294 1
0.0009 0.2107 1
0.1565 0.8901 1
0.8944 0.2066 1
0.8959 0.9497 1
0.4834 0.3346 1
0.6357 0.5110 1
0.8796 0.8327 1
0.4655 0.2135 1
0.6986 0.0254 1
0.4485 0.8531 1
0.0966 0.5244 1
0.3387 0.3430 1
0.9857 0.5141 1
0.5777 0.9036 1
0.8169 0.2196 1
0.3211 0.9669 2
0.9711 0.1399 1
0.0618 0.0270 1
0.3035 0.3451 1
0.9502 0.5171 1
0.5397 0.4014 1
0.7775 0.2196 1
0.7828 0.4656 1
0.7792 0.7057 1
0.8713 0.5918 1
0.3712 0.8341 1
0.1058 0.1470 1
0.8501 0.9690 1
0.8447 0.2067 1
0.8535 0.4570 1
0.3485 0.1946 1
0.0960 0.0190 1
0.3329 0.3321 1
0.5709 0.6505 1
0.7228 0.8255 1
0.4633 0.6441 1
0.2029 0.9613 1
0.8542 0.1364 1
0.4455 0.5238 1
0.0980 0.1991 1
0.8418 0.5212 1
0.3394 0.7600 1
