0.2611 0.2718 1
0.1586 0.9954 1
0.9835 0.4220 1
0.6372 0.0673 1
0.6240 0.4344 1
0.6021 0.7955 1
0.2658 0.9491 1
0.8319 0.9510 1
0.8141 0.8172 1
0.5597 0.1079 1
0.5398 0.9677 1
0.5243 0.3360 1
0.0923 0.3397 1
0.7413 0.9807 1
0.9030 0.1319 2
0.3003 0.8557 1
0.8695 0.8621 1
0.5261 0.0103 1
0.5079 0.3754 1
0.4049 0.0996 1
0.3802 0.9571 1
0.4514 0.9630 1
0.9363 0.8301 1
0.5875 0.9736 1
0.5776 0.8437 1
0.5578 0.2056 1
0.0388 0.5673 1
0.5212 0.4333 2
0.4969 0.7902 1
0.9833 0.6607 1
0.4646 0.0221 1
0.8620 0.7468 1
0.3403 0.6085 1
0.3282 0.4757 1
0.8077 0.8396 1
0.1997 0.5569 1
0.1873 0.9264 1
0.2564 0.9319 1
0.6547 0.1569 1
0.1314 0.0151 1
0.6170 0.3827 1
0.5950 0.2423 1
0.5805 0.6101 1
0.9720 0.3272 1
0.9564 0.6941 1
0.9353 0.5553 1
0.4184 0.4207 1
0.9030 0.7870 1
0.3869 0.6515 1
0.3653 0.5115 1
0.8492 0.3793 1
0.2454 0.1024 1
0.3150 0.1083 1
0.7067 0.3275 1
0.6919 0.6920 1
0.6740 0.0568 1
0.1570 0.9216 1
0.5500 0.6402 1
0.5312 0.5061 1
0.0100 0.3660 1
0.9963 0.7344 1
0.9781 0.5976 1
0.3693 0.3161 1
0.3534 0.6824 1
0.9239 0.1877 1
0.8211 0.4139 1
0.7985 0.7712 1
0.2855 0.1401 1
0.2651 0.5012 1
0.2488 0.3681 1
0.2323 0.2328 1
0.1288 0.9574 1
0.1094 0.3187 1
0.0891 0.1811 1
0.0740 0.5471 1
0.0541 0.4093 1
0.5382 0.7750 1
0.5162 0.6348 1
0.0015 0.0020 1
0.9792 0.3619 1
0.4691 0.2328 1
0.9483 0.0935 1
0.4350 0.4630 1
0.9103 0.3196 1
0.8085 0.5446 1
0.7920 0.9098 1
0.2719 0.7710 1
0.7527 0.1339 1
0.2341 0.4990 1
0.7171 0.8609 1
0.6990 0.2270 1
0.6837 0.0909 1
0.6650 0.9563 1
0.6493 0.3213 1
0.1278 0.6831 1
0.1115 0.5475 1
0.5922 0.9100 1
0.5753 0.7750 1
0.0598 0.1403 1
0.5399 0.0034 1
0.0217 0.8659 1
0.0047 0.2317 1
0.4843 0.5930 1
0.9672 0.9569 1
0.8615 0.1793 1
0.3456 0.0445 1
0.0853 0.8303 1
0.0734 0.7001 1
0.6392 0.2013 1
0.6211 0.0673 1
0.6022 0.4295 1
0.2599 0.0778 2
0.7444 0.4431 1
0.3114 0.9468 1
0.2068 0.6693 1
0.2749 0.1753 1
0.7524 0.0338 1
0.6516 0.7606 1
0.8122 0.4129 1
0.2924 0.2739 1
0.9487 0.4225 1
0.8437 0.6438 1
0.8238 0.0056 1
0.3053 0.3695 1
0.0258 0.8073 1
0.3392 0.3927 1
0.3241 0.7592 1
0.8886 0.2601 1
0.7865 0.9848 1
0.7654 0.8444 1
0.2476 0.2102 1
0.7276 0.5712 1
0.2119 0.4387 1
0.1910 0.7988 1
0.8501 0.9490 1
0.3268 0.8074 1
0.9001 0.3174 1
0.2968 0.5410 1
