Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.5209 0.5221 0.2718 SUCCES PSUCC mg.f:663
0.1070 0.1063 0.6373 SUCCES PSUCC mg.f:595
0.4408 0.4380 0.5874 SUCCES PSUCC mg.f:597
0.1816 0.1817 0.8918 SUCCES PSUCC mg.f:597
0.0102 0.0103 0.8360 SUCCES PSUCC mg.f:604
0.7498 0.7499 0.1391 SUCCES PSUCC mg.f:852
0.5804 0.5797 0.5857 SUCCES PSUCC mg.f:604
0.9088 0.9079 0.5299 SUCCES PSUCC mg.f:604
0.7364 0.7322 0.9738 SUCCES PSUCC mg.f:665
0.8261 0.8201 0.3440 SUCCES PSUCC mg.f:679
0.6510 0.6509 0.2874 SUCCES PSUCC mg.f:595
0.8952 0.8892 0.0915 SUCCES PSUCC mg.f:679
0.2234 0.2220 0.0375 SUCCES PSUCC mg.f:679
0.0515 0.0518 0.4832 SUCCES PSUCC mg.f:665
0.1378 0.1378 0.8507 SUCCES PSUCC mg.f:770
0.4708 0.4688 0.2962 SUCCES PSUCC mg.f:665
0.9726 0.9647 0.5240 SUCCES PSUCC mg.f:665
0.7997 0.8015 0.9699 SUCCES PSUCC mg.f:679
0.8899 0.8878 0.3405 SUCCES PSUCC mg.f:665
0.2187 0.2173 0.7853 SUCCES PSUCC mg.f:679
0.5494 0.5455 0.7328 SUCCES PSUCC mg.f:832
0.7861 0.7863 0.0328 SUCCES PSUCC mg.f:595
0.6180 0.6133 0.4794 SUCCES PSUCC mg.f:856
0.4471 0.4472 0.4240 SUCCES PSUCC mg.f:597
0.7682 0.7681 0.8640 SUCCES PSUCC mg.f:665
0.6024 0.5990 0.3149 SUCCES PSUCC mg.f:665
0.1045 0.1038 0.5431 SUCCES PSUCC mg.f:604
0.4318 0.4288 0.9863 SUCCES PSUCC mg.f:679
0.6726 0.6678 0.2893 SUCCES PSUCC mg.f:770
0.0045 0.0046 0.2372 SUCCES PSUCC mg.f:770
0.8263 0.8146 0.6753 SUCCES PSUCC mg.f:833
0.0741 0.0737 0.9851 SUCCES PSUCC mg.f:667
0.9006 0.9006 0.9282 SUCCES PSUCC mg.f:679
0.7258 0.7265 0.8715 SUCCES PSUCC mg.f:663
0.3161 0.3162 0.7410 SUCCES PSUCC mg.f:604
0.1496 0.1486 0.1916 SUCCES PSUCC mg.f:679
0.4759 0.4722 0.1342 SUCCES PSUCC mg.f:850
0.7182 0.7181 0.4389 SUCCES PSUCC mg.f:597
0.0444 0.0445 0.8799 SUCCES PSUCC mg.f:604
0.3719 0.3695 0.3252 SUCCES PSUCC mg.f:597
0.1191 0.1195 0.1354 SUCCES PSUCC mg.f:667
0.1994 0.2000 0.9974 SUCCES PSUCC mg.f:679
0.2880 0.2860 0.3638 SUCCES PSUCC mg.f:665
