Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.9093 0.5703 0.9102 SUCCES PFAIL cg.f:578
0.4443 0.2791 0.4642 SUCCES PFAIL cg.f:578
0.5547 0.3485 0.1542 SUCCES PFAIL cg.f:578
0.5831 0.3659 0.2048 SUCCES PFAIL cg.f:578
0.6072 0.3823 0.2488 SUCCES PFAIL cg.f:578
0.7201 0.4524 0.4396 SUCCES PFAIL cg.f:578
0.3378 0.2126 0.6349 SUCCES PFAIL cg.f:578
0.4519 0.2844 0.3253 SUCCES PFAIL cg.f:578
0.4774 0.3007 0.8729 SUCCES PFAIL cg.f:578
0.5927 0.3721 0.0649 SUCCES PFAIL cg.f:577
0.2066 0.1300 0.2546 SUCCES PFAIL cg.f:578
0.8162 0.5134 0.4418 SUCCES PFAIL cg.f:578
0.8360 0.5249 0.9847 SUCCES PFAIL cg.f:578
0.4563 0.2869 0.1809 SUCCES PFAIL cg.f:578
0.0716 0.0450 0.3728 SUCCES PFAIL cg.f:578
0.5999 0.3773 0.4237 SUCCES PFAIL cg.f:578
0.7114 0.4476 0.1124 SUCCES PFAIL cg.f:578
0.2410 0.1513 0.1638 SUCCES PFAIL cg.f:578
0.3549 0.2230 0.8531 SUCCES PFAIL cg.f:578
0.3771 0.2373 0.8991 SUCCES PFAIL cg.f:578
0.4970 0.3126 0.5949 SUCCES PFAIL cg.f:578
0.1043 0.0656 0.7804 SUCCES PFAIL cg.f:577
0.7137 0.4490 0.4662 SUCCES PFAIL cg.f:578
0.2444 0.1537 0.0175 SUCCES PFAIL cg.f:578
0.8640 0.5439 0.2131 SUCCES PFAIL cg.f:578
0.9724 0.6121 0.9004 SUCCES PFAIL cg.f:578
0.0887 0.0558 0.5954 SUCCES PFAIL cg.f:578
0.7018 0.4414 0.7817 SUCCES PFAIL cg.f:578
0.2261 0.1423 0.3295 SUCCES PFAIL cg.f:578
0.8379 0.5274 0.0185 SUCCES PFAIL cg.f:578
