Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.6979 0.6590 0.8739 succes PSUCC fft3d.f:82
0.5859 0.5542 0.3621 succes PSUCC ()
0.3965 0.3959 0.7196 succes PSUCC fft3d.f:2
0.5462 0.5161 0.1336 succes PSUCC fft3d.f:2
0.3529 0.3339 0.9877 succes PSUCC fft3d.f:2
0.2389 0.2251 0.9755 succes PSUCC fft3d.f:81
0.0509 0.0484 0.8330 succes PSUCC fft3d.f:48
0.9410 0.8872 0.8261 succes PSUCC fft3d.f:166
0.7570 0.7132 0.6870 succes PSUCC fft3d.f:2
0.6463 0.6075 0.6766 succes PSUCC ()
0.4531 0.4274 0.5305 succes PSUCC fft3d.f:49
0.3442 0.3249 0.0236 succes PSUCC fft3d.f:2
0.6538 0.6187 0.8789 succes PSUCC fft3d.f:2
0.5415 0.5126 0.8672 succes PSUCC fft3d.f:49
0.9375 0.9341 0.8657 succes PSUCC fft3d.f:49
0.0010 0.0010 0.1389 succes PSUCC ()
0.8118 0.8124 0.9952 failed PSUCC fft3d.f:82
0.4615 0.4312 0.9124 succes PSUCC fft3d.f:2
0.6795 0.6423 0.1208 succes PSUCC fft3d.f:81
0.0694 0.0661 0.6119 succes PSUCC fft3d.f:57
0.4649 0.4626 0.1088 succes PSUCC fft3d.f:82
0.5337 0.5041 0.8881 succes PSUCC fft3d.f:82
0.3462 0.3278 0.2456 succes PSUCC fft3d.f:2
0.7329 0.6919 0.2350 succes PSUCC fft3d.f:160
0.5432 0.5135 0.5907 succes PSUCC fft3d.f:2
0.4336 0.4097 0.0840 succes PSUCC fft3d.f:2
0.2404 0.2390 0.4361 succes PSUCC fft3d.f:82
0.8078 0.7585 0.7127 succes PSUCC fft3d.f:72
0.7001 0.6582 0.7072 succes PSUCC ()
0.0036 0.0035 0.5569 succes PSUCC ()
0.8143 0.7701 0.4149 succes PSUCC fft3d.f:47
0.7042 0.6659 0.4061 succes PSUCC fft3d.f:126
0.1002 0.1001 0.4020 succes PSUCC fft3d.f:2
0.1650 0.1565 0.6768 succes PSUCC ()
0.5571 0.5241 0.6694 succes PSUCC fft3d.f:82
0.8665 0.8168 0.0250 succes PSUCC fft3d.f:49
0.2572 0.2425 0.5180 succes PSUCC fft3d.f:48
0.0652 0.0608 0.8722 succes PSUCC ()
0.8674 0.8154 0.2219 succes PSUCC fft3d.f:2
0.6730 0.6346 0.5749 succes PSUCC fft3d.f:2
0.0704 0.0707 0.0729 succes PSUCC fft3d.f:82
0.6372 0.5921 0.8485 succes PSUCC fft3d.f:81
0.4391 0.4106 0.6986 succes PSUCC fft3d.f:82
0.7472 0.7048 0.5527 succes PSUCC ()
0.5555 0.5258 0.4066 succes PSUCC fft3d.f:82
0.9455 0.8933 0.3983 succes PSUCC fft3d.f:166
0.2517 0.2383 0.7501 succes PSUCC fft3d.f:2
0.1435 0.1361 0.7428 succes PSUCC fft3d.f:49
0.0354 0.0331 0.2352 succes PSUCC fft3d.f:82
0.2594 0.2454 0.9514 succes PSUCC fft3d.f:49
0.6515 0.6180 0.4456 succes PSUCC fft3d.f:49
0.5417 0.5102 0.9370 succes PSUCC ()
0.3482 0.3463 0.7902 succes PSUCC fft3d.f:48
0.0040 0.0039 0.7116 succes PSUCC ()
0.8112 0.8112 0.0639 succes PSUCC fft3d.f:120
0.9625 0.9117 0.4804 succes PSUCC fft3d.f:126
0.2698 0.2543 0.3352 succes PSUCC fft3d.f:82
0.1588 0.1505 0.3249 succes PSUCC fft3d.f:160
0.4699 0.4455 0.1826 succes PSUCC fft3d.f:166
0.3615 0.3422 0.6755 succes PSUCC fft3d.f:165
0.7544 0.7487 0.1686 succes PSUCC fft3d.f:166
0.8171 0.7704 0.4423 succes PSUCC fft3d.f:49
0.1289 0.1214 0.2992 succes PSUCC fft3d.f:82
0.5139 0.4826 0.2876 succes PSUCC fft3d.f:2
0.3280 0.3106 0.6471 succes PSUCC fft3d.f:82
0.2193 0.2077 0.1384 succes PSUCC fft3d.f:82
0.5273 0.5239 0.4919 succes PSUCC fft3d.f:2
0.0899 0.0843 0.7678 succes PSUCC fft3d.f:2
0.8949 0.8452 0.6190 succes PSUCC fft3d.f:160
0.7948 0.7505 0.6190 succes PSUCC fft3d.f:81
0.5973 0.5941 0.4673 succes PSUCC fft3d.f:82
0.1639 0.1553 0.7466 succes PSUCC fft3d.f:81
0.5524 0.5226 0.2354 succes PSUCC fft3d.f:2
0.4517 0.4286 0.7359 succes PSUCC fft3d.f:48
0.2577 0.2556 0.0881 succes PSUCC ()
0.3261 0.3089 0.8659 succes PSUCC ()
0.7123 0.6712 0.3532 succes PSUCC fft3d.f:81
0.0226 0.0215 0.2094 succes PSUCC fft3d.f:48
0.4117 0.4097 0.7011 succes PSUCC fft3d.f:2
0.9860 0.9297 0.9851 succes PSUCC fft3d.f:2
0.2838 0.2682 0.8300 succes PSUCC fft3d.f:49
