0.1406 0.0462 2
0.2726 0.8424 2
0.0582 0.0712 2
0.2594 0.1606 1
0.0443 0.3908 2
0.3345 0.6101 2
0.9957 0.2615 2
0.0389 0.8979 1
0.7394 0.9879 1
0.8090 0.4944 1
0.3115 0.9485 1
0.7948 0.3141 2
0.1712 0.1891 1
0.0200 0.7078 2
0.6595 0.5119 1
0.4443 0.7387 1
0.4195 0.5970 1
0.1724 0.8945 2
0.4370 0.5350 1
0.4785 0.9408 1
0.5326 0.6043 2
0.0942 0.1019 1
0.1655 0.6100 2
0.2177 0.2682 1
0.9383 0.7075 1
0.2885 0.7278 1
0.9248 0.5285 1
0.0577 0.8244 1
0.1004 0.4756 1
0.6929 0.3332 1
0.9140 0.5318 1
0.8928 0.6491 1
0.7906 0.6307 2
0.6873 0.1130 1
0.0762 0.0867 2
0.0569 0.7088 1
0.5420 0.8320 1
0.0261 0.9559 1
0.0044 0.0743 1
0.9885 0.6983 1
0.3788 0.1729 2
0.2781 0.1571 1
0.5823 0.9936 1
0.8917 0.8311 1
0.6977 0.6695 2
0.5038 0.0056 1
0.3140 0.3457 1
0.7114 0.3289 2
0.0164 0.1635 1
0.8237 0.5019 1
0.1287 0.8373 2
0.4376 0.6774 2
0.7426 0.5125 1
0.5497 0.3498 1
0.9465 0.8320 1
0.7593 0.6737 1
0.0650 0.0103 1
0.9576 0.4891 1
0.2608 0.3222 2
0.1593 0.3046 2
0.4666 0.1440 1
0.2716 0.4785 1
0.0797 0.3181 1
0.3902 0.1571 1
0.2849 0.6363 1
0.0883 0.4712 2
0.3970 0.8091 2
0.7049 0.1491 1
0.0166 0.4904 1
0.8208 0.8249 1
0.2194 0.3086 1
0.5276 0.6476 1
0.7444 0.8406 1
0.0544 0.6815 2
0.8556 0.5127 1
0.1662 0.8518 1
0.4770 0.6933 2
0.3726 0.1754 2
0.1781 0.5108 1
0.9854 0.3485 1
0.3782 0.3271 1
0.6874 0.6663 1
0.5805 0.1445 2
0.3906 0.4859 1
0.1947 0.8202 1
0.0068 0.6632 1
0.3966 0.1363 1
