0.1336 0.3457 1
0.8973 0.7406 1
0.6790 0.4985 1
0.5296 0.2941 1
0.5119 0.6749 1
0.6685 0.8383 1
0.2593 0.2093 1
0.3281 0.2318 1
0.4167 0.6001 1
0.4194 0.3293 1
0.7238 0.9219 1
0.7040 0.3005 1
0.7938 0.6681 1
0.6643 0.0720 1
0.2298 0.0889 1
0.2333 0.8199 1
0.5632 0.2655 1
0.7160 0.4251 1
0.7184 0.6546 1
0.1088 0.3879 1
0.2682 0.0537 1
0.8409 0.0788 1
0.5333 0.1925 1
0.0974 0.7110 1
0.0125 0.2956 1
0.3428 0.7438 1
0.9099 0.2623 1
0.6071 0.8821 1
0.9329 0.3225 1
0.1345 0.4464 1
0.0314 0.1855 1
0.0235 0.9059 1
0.8554 0.3527 1
0.6415 0.6151 1
0.8854 0.4228 1
0.0756 0.5323 1
0.7945 0.9858 1
0.9967 0.6089 1
0.8691 0.5119 1
0.5638 0.1277 1
0.2172 0.2893 1
0.9831 0.9455 1
0.7634 0.2015 1
0.5484 0.9631 1
0.8940 0.7535 1
0.6805 0.0159 1
0.8365 0.6795 1
0.5365 0.8004 1
0.6865 0.4581 1
0.1029 0.0462 1
0.7572 0.2084 1
0.5423 0.9677 1
0.1102 0.9886 1
0.4381 0.9337 1
0.1118 0.9450 1
0.0269 0.5288 1
0.7499 0.9869 1
0.2522 0.2137 1
0.3393 0.0833 1
0.6027 0.2357 1
0.3645 0.8869 1
0.2133 0.6827 1
0.8708 0.8469 1
0.0652 0.9601 1
0.1148 0.1364 1
0.2006 0.0026 1
0.0531 0.2993 1
0.2036 0.9576 1
0.3649 0.6249 1
0.6249 0.7765 1
0.4730 0.5704 1
0.6499 0.0800 1
0.9985 0.8743 1
0.7826 0.1352 1
0.1596 0.0438 1
0.7440 0.9072 1
0.5292 0.6695 1
0.2704 0.4709 1
0.3571 0.8405 1
0.4439 0.7080 1
0.5376 0.5805 1
0.2117 0.5918 1
0.8674 0.7532 1
0.5623 0.3698 1
0.8036 0.1737 1
0.0013 0.7926 1
0.0462 0.4622 1
0.4671 0.5528 1
0.9467 0.4305 1
0.1420 0.5494 1
0.1021 0.5777 1
0.3458 0.3822 1
0.6688 0.3239 1
0.7398 0.3464 1
0.1101 0.2481 1
0.6517 0.9149 1
0.1571 0.6452 1
0.5511 0.8815 1
0.0480 0.1052 1
0.3619 0.2060 1
0.3658 0.4370 1
0.2768 0.0185 1
0.4303 0.1808 1
0.9396 0.4145 1
0.1338 0.5295 1
0.9397 0.1255 1
0.7248 0.3866 1
0.0947 0.2883 1
0.5085 0.3735 1
0.5120 0.1022 1
0.5133 0.8293 1
0.0769 0.8457 1
0.4118 0.7964 1
0.3250 0.3798 1
0.4146 0.7515 1
0.1346 0.7043 1
0.1330 0.4307 1
0.4626 0.3772 2
0.1198 0.5415 1
0.3643 0.8462 1
0.6219 0.4947 1
0.1892 0.5138 1
0.3704 0.5317 1
0.1277 0.1778 1
0.4131 0.4239 1
0.9181 0.1542 1
0.5270 0.6307 1
0.0092 0.0095 1
0.2276 0.4623 1
0.0545 0.4070 1
0.9739 0.4959 1
0.2510 0.7505 1
0.3230 0.2755 1
0.8271 0.5053 1
0.5220 0.1208 1
0.3515 0.0676 1
0.8281 0.4419 1
0.0299 0.0644 1
0.9174 0.2954 1
0.1193 0.4200 1
0.6673 0.5904 1
0.6469 0.9696 1
0.6473 0.1944 1
0.0651 0.7843 1
0.4758 0.3671 1
0.8745 0.6079 1
0.1573 0.8664 1
0.1371 0.2467 1
0.0948 0.7715 1
0.5523 0.7997 1
0.8190 0.9556 1
0.0124 0.5723 1
0.6463 0.3847 1
0.2994 0.5457 1
0.8936 0.4181 1
0.5844 0.0325 1
0.4141 0.9773 1
0.6589 0.7842 1
0.0704 0.3683 1
0.7287 0.5333 1
0.0130 0.2930 1
0.2269 0.7421 1
0.6478 0.8335 1
0.5637 0.4202 1
0.1212 0.4298 1
0.2237 0.8128 1
0.8920 0.8166 1
0.1744 0.5763 1
0.0100 0.0271 1
0.9189 0.6085 1
0.1188 0.2304 1
0.7514 0.0410 1
0.0803 0.9869 1
0.8026 0.9423 1
0.4961 0.0577 1
0.4781 0.9363 1
0.8902 0.0213 1
0.5900 0.1417 1
0.1574 0.1609 1
0.4646 0.7560 1
0.4616 0.4809 1
0.9690 0.7130 1
0.1628 0.8306 1
0.9935 0.7767 1
0.6888 0.3936 1
0.8495 0.0609 1
0.1287 0.8187 1
0.6708 0.9829 1
0.7628 0.8553 1
0.3513 0.2253 1
0.1752 0.1665 1
0.1804 0.3991 1
0.3383 0.0621 1
0.9262 0.9308 1
0.6215 0.0489 1
0.6047 0.9271 1
0.8735 0.0857 1
0.0632 0.6981 1
0.1079 0.3672 1
0.1555 0.5393 1
0.4178 0.1921 1
0.0075 0.5617 1
0.2526 0.3695 1
0.9892 0.6685 1
0.2756 0.9297 1
0.6670 0.6657 1
0.2604 0.0381 1
0.8494 0.4065 1
0.0474 0.5278 1
0.7651 0.9787 1
0.4603 0.5952 1
0.7933 0.0443 1
0.3980 0.5175 1
0.0514 0.6780 1
0.9696 0.7691 1
0.1645 0.3838 1
0.3212 0.0485 1
0.9977 0.5579 1
0.1987 0.1812 1
0.4346 0.4808 1
0.3510 0.0674 1
0.7672 0.6547 1
0.3541 0.0209 1
0.0954 0.8264 1
0.0103 0.9126 1
0.2510 0.2142 1
0.5797 0.6612 1
0.6681 0.0295 1
0.8241 0.1913 1
0.0239 0.8133 1
0.3289 0.9070 1
0.4174 0.7773 1
0.0085 0.6473 1
0.7933 0.8926 2
0.4937 0.5139 1
0.2306 0.8141 1
0.1473 0.9021 1
0.9757 0.3446 1
0.1738 0.9659 1
0.2404 0.9868 1
0.2180 0.8624 1
0.3015 0.7259 1
0.3959 0.1008 1
0.5754 0.1150 1
0.6607 0.9807 1
0.2524 0.8545 1
0.9108 0.5192 1
0.1912 0.7768 1
0.6700 0.6541 1
0.1073 0.0891 1
0.4360 0.5359 1
0.0256 0.4052 1
0.9459 0.9958 1
0.3154 0.3955 1
0.4666 0.5542 1
0.8841 0.6418 1
0.0770 0.2583 1
0.8867 0.3551 1
0.0861 0.4774 1
0.3882 0.0670 1
0.3915 0.2979 1
0.3759 0.6795 1
0.6361 0.3299 1
0.9634 0.2729 1
0.1568 0.3891 1
0.6440 0.2749 1
0.2942 0.4329 1
0.9683 0.4399 1
0.6615 0.0560 1
0.2365 0.0819 1
0.8221 0.4487 1
0.5228 0.5718 1
0.9997 0.4478 1
0.2888 0.7116 1
0.3328 0.8778 1
0.5129 0.3942 1
0.5991 0.2608 1
0.0986 0.9872 1
0.3857 0.7342 1
0.3014 0.3210 1
0.3048 0.5504 1
0.2181 0.1365 1
0.3728 0.2978 1
0.9641 0.1703 1
0.7436 0.9243 1
0.5286 0.6858 1
0.0304 0.9140 1
0.6239 0.2884 1
0.3808 0.9349 1
0.2101 0.8803 1
0.7189 0.1158 1
0.6308 0.1999 1
0.5455 0.7828 1
0.5460 0.5127 1
0.2009 0.6750 1
0.7947 0.0485 1
0.4860 0.1617 1
0.7251 0.4637 1
0.4050 0.4760 1
0.0582 0.1371 1
0.9795 0.2305 1
0.6731 0.8456 1
0.3276 0.5073 1
0.3280 0.7341 1
0.2394 0.8158 1
0.6345 0.5546 1
0.8149 0.0709 1
0.0144 0.1910 1
0.8228 0.7871 1
0.1007 0.0422 1
0.0620 0.0731 1
0.4522 0.3055 1
0.4510 0.0298 1
0.8754 0.1262 1
0.6544 0.8825 1
0.2226 0.9030 1
0.9667 0.2085 1
0.1614 0.8238 1
0.9043 0.1300 1
0.1871 0.8892 1
0.7519 0.9063 1
0.7565 0.1365 1
0.0391 0.8950 1
0.0202 0.7730 1
0.8440 0.2142 1
0.0522 0.3440 1
0.3554 0.4361 1
0.8582 0.1637 1
0.1404 0.4229 1
0.3581 0.3750 1
0.5188 0.0417 1
0.6047 0.4077 1
0.6898 0.7754 1
0.8642 0.2832 1
0.2360 0.1880 1
0.6287 0.9233 1
0.1325 0.6533 1
0.8760 0.4585 1
0.0725 0.5755 1
0.3795 0.1727 1
0.4468 0.1911 1
0.5370 0.0618 1
0.4518 0.1477 1
0.6315 0.1614 1
0.9375 0.2590 1
0.6337 0.8740 1
0.2832 0.5322 1
0.3728 0.4026 1
0.3776 0.6336 1
0.6164 0.4335 1
0.2084 0.3077 1
0.5342 0.7490 1
0.6282 0.1240 1
0.7142 0.9905 1
0.4585 0.7974 1
0.0425 0.1630 1
0.1999 0.8253 1
0.1172 0.4139 1
0.9210 0.5057 1
0.1205 0.6272 1
0.4918 0.5133 1
0.6641 0.5207 1
0.7564 0.3967 1
0.7579 0.1212 1
0.4501 0.2375 1
0.1122 0.4045 1
0.0277 0.9917 1
0.9412 0.5776 1
0.1378 0.1931 1
0.6848 0.3669 1
0.1590 0.7379 1
0.5806 0.3291 1
0.1689 0.2008 1
0.9938 0.6421 1
0.6949 0.2639 1
0.2623 0.2832 1
0.4163 0.4452 1
